"id";"position";"is_captain";"is_vice_captain";"multiplier";"web_name";"now_cost";"selected_by_percent"
24;1;FALSE;FALSE;1;"Begovic";45;"3.8"
247;2;FALSE;FALSE;1;"Robertson";66;"35.2"
115;3;FALSE;FALSE;1;"Alonso";69;"43.6"
378;4;FALSE;FALSE;1;"Holebas";47;"12.5"
270;5;TRUE;FALSE;2;"Sterling";115;"17.2"
450;6;FALSE;FALSE;1;"Torreira";52;"8.2"
122;7;FALSE;TRUE;1;"Hazard";110;"35.3"
391;8;FALSE;FALSE;1;"Pereyra";62;"14.9"
372;9;FALSE;FALSE;1;"Kane";125;"30.8"
493;10;FALSE;FALSE;1;"Rondón";58;"3.1"
305;11;FALSE;FALSE;1;"Rashford";71;"17.4"
154;12;FALSE;FALSE;1;"Pickford";50;"14.7"
484;13;FALSE;FALSE;1;"Digne";50;"6.7"
425;14;FALSE;FALSE;1;"Doherty";52;"24.1"
475;15;FALSE;FALSE;1;"Moutinho";52;"2.1"
191;1;FALSE;FALSE;1;"Lössl";44;"1.7"
247;2;FALSE;FALSE;1;"Robertson";66;"35.2"
8;3;FALSE;FALSE;1;"Kolasinac";50;"4.5"
115;4;FALSE;FALSE;1;"Alonso";69;"43.6"
101;5;FALSE;FALSE;1;"Paterson";52;"1.2"
253;6;FALSE;TRUE;1;"Salah";132;"39.4"
122;7;TRUE;FALSE;2;"Hazard";110;"35.3"
393;8;FALSE;FALSE;1;"Richarlison";70;"30.8"
372;9;FALSE;FALSE;1;"Kane";125;"30.8"
480;10;FALSE;FALSE;1;"Mitrovic";67;"17.8"
43;11;FALSE;FALSE;1;"Wilson";68;"33.1"
47;12;FALSE;FALSE;1;"Ryan";45;"5.0"
245;13;FALSE;FALSE;1;"Alexander-Arnold";52;"17.7"
340;14;FALSE;FALSE;1;"Højbjerg";44;"3.5"
427;15;FALSE;FALSE;1;"Bennett";42;"10.6"
400;1;FALSE;FALSE;1;"Fabianski";47;"18.0"
8;2;FALSE;FALSE;1;"Kolasinac";50;"4.5"
464;3;FALSE;FALSE;1;"Balbuena";45;"1.4"
247;4;FALSE;FALSE;1;"Robertson";66;"35.2"
40;5;FALSE;FALSE;1;"Fraser";63;"25.9"
393;6;FALSE;FALSE;1;"Richarlison";70;"30.8"
122;7;TRUE;FALSE;2;"Hazard";110;"35.3"
253;8;FALSE;TRUE;1;"Salah";132;"39.4"
437;9;FALSE;FALSE;1;"Jiménez";62;"20.5"
372;10;FALSE;FALSE;1;"Kane";125;"30.8"
258;11;FALSE;FALSE;1;"Ings";56;"8.5"
135;12;FALSE;FALSE;1;"Hennessey";45;"5.3"
425;13;FALSE;FALSE;1;"Doherty";52;"24.1"
484;14;FALSE;FALSE;1;"Digne";50;"6.7"
504;15;FALSE;FALSE;1;"Camarasa";46;"1.9"
400;1;FALSE;FALSE;1;"Fabianski";47;"18.0"
425;2;FALSE;FALSE;1;"Doherty";52;"24.1"
8;3;FALSE;FALSE;1;"Kolasinac";50;"4.5"
247;4;FALSE;FALSE;1;"Robertson";66;"35.2"
40;5;FALSE;FALSE;1;"Fraser";63;"25.9"
253;6;FALSE;FALSE;1;"Salah";132;"39.4"
393;7;FALSE;FALSE;1;"Richarlison";70;"30.8"
270;8;TRUE;FALSE;2;"Sterling";115;"17.2"
275;9;FALSE;TRUE;1;"Sané";97;"15.3"
22;10;FALSE;FALSE;1;"Lacazette";95;"8.4"
43;11;FALSE;FALSE;1;"Wilson";68;"33.1"
155;12;FALSE;FALSE;1;"Stekelenburg";40;"3.7"
437;13;FALSE;FALSE;1;"Jiménez";62;"20.5"
145;14;FALSE;FALSE;1;"Wan-Bissaka";44;"30.9"
95;15;FALSE;FALSE;1;"Peltier";38;"3.5"
400;1;FALSE;FALSE;1;"Fabianski";47;"18.0"
484;2;FALSE;FALSE;1;"Digne";50;"6.7"
247;3;FALSE;FALSE;1;"Robertson";66;"35.2"
115;4;FALSE;FALSE;1;"Alonso";69;"43.6"
253;5;TRUE;FALSE;2;"Salah";132;"39.4"
393;6;FALSE;FALSE;1;"Richarlison";70;"30.8"
122;7;FALSE;TRUE;1;"Hazard";110;"35.3"
367;8;FALSE;FALSE;1;"Son";86;"11.9"
275;9;FALSE;FALSE;1;"Sané";97;"15.3"
305;10;FALSE;FALSE;1;"Rashford";71;"17.4"
419;11;FALSE;FALSE;1;"Chicharito";64;"5.6"
190;12;FALSE;FALSE;1;"Hamer";40;"8.5"
189;13;FALSE;FALSE;1;"Kamara";44;"9.9"
145;14;FALSE;FALSE;1;"Wan-Bissaka";44;"30.9"
427;15;FALSE;FALSE;1;"Bennett";42;"10.6"
260;1;FALSE;FALSE;1;"Ederson";57;"24.1"
115;2;FALSE;FALSE;1;"Alonso";69;"43.6"
425;3;FALSE;FALSE;1;"Doherty";52;"24.1"
