"id";"position";"is_captain";"is_vice_captain";"multiplier";"web_name";"now_cost";"selected_by_percent"
24;1;FALSE;FALSE;1;"Begovic";45;"3.9"
247;2;FALSE;FALSE;1;"Robertson";65;"32.9"
425;3;FALSE;FALSE;1;"Doherty";51;"22.1"
115;4;FALSE;FALSE;1;"Alonso";70;"46.0"
378;5;FALSE;FALSE;1;"Holebas";47;"11.5"
270;6;FALSE;FALSE;1;"Sterling";116;"21.7"
450;7;FALSE;FALSE;1;"Torreira";51;"8.4"
122;8;FALSE;TRUE;1;"Hazard";109;"35.2"
391;9;FALSE;FALSE;1;"Pereyra";62;"15.5"
372;10;TRUE;FALSE;2;"Kane";126;"31.0"
493;11;FALSE;FALSE;1;"Rondón";58;"3.3"
154;12;FALSE;FALSE;1;"Pickford";50;"15.3"
475;13;FALSE;FALSE;1;"Moutinho";53;"2.4"
43;14;FALSE;FALSE;1;"Wilson";69;"35.8"
484;15;FALSE;FALSE;1;"Digne";49;"4.4"
260;1;FALSE;FALSE;1;"Ederson";58;"25.8"
115;2;FALSE;FALSE;1;"Alonso";70;"46.0"
425;3;FALSE;FALSE;1;"Doherty";51;"22.1"
145;4;FALSE;FALSE;1;"Wan-Bissaka";43;"29.5"
247;5;FALSE;FALSE;1;"Robertson";65;"32.9"
365;6;FALSE;FALSE;1;"Alli";89;"3.7"
122;7;TRUE;FALSE;2;"Hazard";109;"35.2"
40;8;FALSE;FALSE;1;"Fraser";63;"28.9"
253;9;FALSE;TRUE;1;"Salah";130;"36.3"
480;10;FALSE;FALSE;1;"Mitrovic";68;"21.1"
43;11;FALSE;FALSE;1;"Wilson";69;"35.8"
400;12;FALSE;FALSE;1;"Fabianski";46;"16.1"
189;13;FALSE;FALSE;1;"Kamara";44;"9.5"
393;14;FALSE;FALSE;1;"Richarlison";71;"32.0"
484;15;FALSE;FALSE;1;"Digne";49;"4.4"
191;1;FALSE;FALSE;1;"Lössl";44;"1.6"
247;2;FALSE;FALSE;1;"Robertson";65;"32.9"
427;3;FALSE;FALSE;1;"Bennett";42;"10.7"
115;4;FALSE;FALSE;1;"Alonso";70;"46.0"
101;5;FALSE;FALSE;1;"Paterson";53;"1.5"
253;6;FALSE;FALSE;1;"Salah";130;"36.3"
122;7;FALSE;TRUE;1;"Hazard";109;"35.2"
393;8;FALSE;FALSE;1;"Richarlison";71;"32.0"
372;9;TRUE;FALSE;2;"Kane";126;"31.0"
480;10;FALSE;FALSE;1;"Mitrovic";68;"21.1"
43;11;FALSE;FALSE;1;"Wilson";69;"35.8"
47;12;FALSE;FALSE;1;"Ryan";46;"5.4"
245;13;FALSE;FALSE;1;"Alexander-Arnold";53;"23.8"
8;14;FALSE;FALSE;1;"Kolasinac";51;"4.4"
340;15;FALSE;FALSE;1;"Højbjerg";44;"3.9"
400;1;FALSE;FALSE;1;"Fabianski";46;"16.1"
425;2;FALSE;FALSE;1;"Doherty";51;"22.1"
145;3;FALSE;FALSE;1;"Wan-Bissaka";43;"29.5"
247;4;FALSE;FALSE;1;"Robertson";65;"32.9"
253;5;FALSE;FALSE;1;"Salah";130;"36.3"
393;6;FALSE;FALSE;1;"Richarlison";71;"32.0"
40;7;FALSE;FALSE;1;"Fraser";63;"28.9"
270;8;TRUE;FALSE;2;"Sterling";116;"21.7"
437;9;FALSE;FALSE;1;"Jiménez";62;"19.5"
