"id";"position";"is_captain";"is_vice_captain";"multiplier";"web_name";"now_cost";"selected_by_percent"
24;1;FALSE;FALSE;1;"Begovic";45;"4.0"
247;2;FALSE;FALSE;1;"Robertson";65;"32.2"
425;3;FALSE;FALSE;1;"Doherty";49;"17.7"
245;4;FALSE;FALSE;1;"Alexander-Arnold";53;"28.4"
484;5;FALSE;FALSE;1;"Digne";49;"3.3"
270;6;FALSE;FALSE;1;"Sterling";115;"20.8"
370;7;FALSE;FALSE;1;"Lucas Moura";70;"9.9"
393;8;FALSE;FALSE;1;"Richarlison";70;"31.2"
122;9;FALSE;FALSE;1;"Hazard";110;"35.1"
372;10;TRUE;FALSE;2;"Kane";124;"27.3"
43;11;FALSE;TRUE;1;"Wilson";69;"38.6"
154;12;FALSE;FALSE;1;"Pickford";50;"15.7"
493;13;FALSE;FALSE;1;"Rondón";57;"1.5"
475;14;FALSE;FALSE;1;"Moutinho";53;"2.7"
378;15;FALSE;FALSE;1;"Holebas";47;"11.1"
47;1;FALSE;FALSE;1;"Ryan";46;"6.0"
247;2;FALSE;FALSE;1;"Robertson";65;"32.2"
115;3;FALSE;FALSE;1;"Alonso";71;"47.9"
245;4;FALSE;FALSE;1;"Alexander-Arnold";53;"28.4"
284;5;FALSE;FALSE;1;"Smalling";57;"1.7"
101;6;FALSE;FALSE;1;"Paterson";53;"1.4"
253;7;FALSE;TRUE;1;"Salah";130;"35.0"
122;8;FALSE;FALSE;1;"Hazard";110;"35.1"
393;9;FALSE;FALSE;1;"Richarlison";70;"31.2"
43;10;FALSE;FALSE;1;"Wilson";69;"38.6"
372;11;TRUE;FALSE;2;"Kane";124;"27.3"
191;12;FALSE;FALSE;1;"Lössl";44;"1.6"
437;13;FALSE;FALSE;1;"Jiménez";60;"14.8"
340;14;FALSE;FALSE;1;"Højbjerg";45;"4.1"
427;15;FALSE;FALSE;1;"Bennett";42;"11.0"
400;1;FALSE;FALSE;1;"Fabianski";45;"14.6"
245;2;FALSE;FALSE;1;"Alexander-Arnold";53;"28.4"
484;3;FALSE;FALSE;1;"Digne";49;"3.3"
549;4;FALSE;FALSE;1;"Foyth";50;"0.7"
275;5;FALSE;FALSE;1;"Sané";94;"10.9"
253;6;FALSE;TRUE;1;"Salah";130;"35.0"
40;7;FALSE;FALSE;1;"Fraser";62;"26.8"
365;8;FALSE;FALSE;1;"Alli";89;"3.4"
372;9;TRUE;FALSE;2;"Kane";124;"27.3"
43;10;FALSE;FALSE;1;"Wilson";69;"38.6"
417;11;FALSE;FALSE;1;"Arnautovic";72;"21.9"
136;12;FALSE;FALSE;1;"Speroni";40;"9.7"
